"","x"
"5372"," Undiscovered
"
"5373"," —
"
"5374"," 120
"
"5375"," —
"
"5376"," —
"
"5377"," 30855
"
"5378"," 30840
"
"5379"," 30720
"
"5380"," 489
"
"5381"," 
"
"5382"," Phione
"
"5383"," Water 1
"
"5384"," Fairy
"
"5385"," 40
"
"5386"," —
"
"5387"," —
"
"5388"," 10455
"
"5389"," 10280
"
"5390"," 10240
"
"5391"," 490
"
"5392"," 
"
"5393"," Manaphy
"
"5394"," Water 1
"
"5395"," Fairy
"
"5396"," 10
"
"5397"," —
"
"5398"," —
"
"5399"," 2805
"
"5400"," 2570
"
"5401"," 2560
"
"5402"," 491
"
"5403"," 
"
"5404"," Darkrai
"
"5405"," Undiscovered
"
"5406"," —
"
"5407"," 120
"
"5408"," —
"
"5409"," —
"
"5410"," 30855
"
"5411"," 30840
"
"5412"," 30720
"
"5413"," 492
"
"5414"," 
"
"5415"," Shaymin
"
"5416"," Undiscovered
"
"5417"," —
"
"5418"," 120
"
"5419"," —
"
"5420"," —
"
"5421"," 30855
"
"5422"," 30840
"
"5423"," 30720
"
"5424"," 493
"
"5425"," 
"
"5426"," Arceus
"
"5427"," Undiscovered
"
"5428"," —
"
"5429"," 120
"
"5430"," —
"
"5431"," —
"
"5432"," 30855
"
"5433"," 30840
"
"5434"," 30720
"
"5435"," 494
"
"5436"," 
"
"5437"," Victini
"
"5438"," Undiscovered
"
"5439"," —
"
"5440"," 120
"
"5441"," —
"
"5442"," —
"
"5443"," —
"
"5444"," 30840
"
"5445"," 30720
"
"5446"," 495
"
"5447"," 
"
"5448"," Snivy
"
"5449"," Field
"
"5450"," Grass
"
"5451"," 20
"
"5452"," —
"
"5453"," —
"
"5454"," —
"
"5455"," 5140
"
"5456"," 5120
"
"5457"," 496
"
"5458"," 
"
"5459"," Servine
"
"5460"," Field
"
"5461"," Grass
"
"5462"," 20
"
"5463"," —
"
"5464"," —
"
"5465"," —
"
"5466"," 5140
"
"5467"," 5120
"
"5468"," 497
"
"5469"," 
"
"5470"," Serperior
"
"5471"," Field
"
"5472"," Grass
"
"5473"," 20
"
"5474"," —
"
"5475"," —
"
"5476"," —
"
"5477"," 5140
"
"5478"," 5120
"
"5479"," 498
"
"5480"," 
"
"5481"," Tepig
"
"5482"," Field
"
"5483"," —
"
"5484"," 20
"
"5485"," —
"
"5486"," —
"
"5487"," —
"
"5488"," 5140
"
"5489"," 5120
"
"5490"," 499
"
"5491"," 
"
"5492"," Pignite
"
"5493"," Field
"
"5494"," —
"
"5495"," 20
"
"5496"," —
"
"5497"," —
"
"5498"," —
"
"5499"," 5140
"
"5500"," 5120
"
"5501"," 500
"
"5502"," 
"
"5503"," Emboar
"
"5504"," Field
"
"5505"," —
"
"5506"," 20
"
"5507"," —
"
"5508"," —
"
"5509"," —
"
"5510"," 5140
"
"5511"," 5120
"
"5512"," 501
"
"5513"," 
"
"5514"," Oshawott
"
"5515"," Field
"
"5516"," —
"
"5517"," 20
"
"5518"," —
"
"5519"," —
"
"5520"," —
"
"5521"," 5140
"
"5522"," 5120
"
"5523"," 502
"
"5524"," 
"
"5525"," Dewott
"
"5526"," Field
"
"5527"," —
"
"5528"," 20
"
"5529"," —
"
"5530"," —
"
"5531"," —
"
"5532"," 5140
"
"5533"," 5120
"
"5534"," 503
"
"5535"," 
"
"5536"," Samurott
"
"5537"," Field
"
"5538"," —
"
"5539"," 20
"
"5540"," —
"
"5541"," —
"
"5542"," —
"
"5543"," 5140
"
"5544"," 5120
"
"5545"," 504
"
"5546"," 
"
"5547"," Patrat
"
"5548"," Field
"
"5549"," —
"
"5550"," 15
"
"5551"," —
"
"5552"," —
"
"5553"," —
"
"5554"," 3855
"
"5555"," 3840
"
"5556"," 505
"
"5557"," 
"
"5558"," Watchog
"
"5559"," Field
"
"5560"," —
"
"5561"," 20
"
"5562"," —
"
"5563"," —
"
"5564"," —
"
"5565"," 5140
"
"5566"," 5120
"
"5567"," 506
"
"5568"," 
"
"5569"," Lillipup
"
"5570"," Field
"
"5571"," —
"
"5572"," 15
"
"5573"," —
"
"5574"," —
"
"5575"," —
"
"5576"," 3855
"
"5577"," 3840
"
"5578"," 507
"
"5579"," 
"
"5580"," Herdier
"
"5581"," Field
"
"5582"," —
"
"5583"," 15
"
"5584"," —
"
"5585"," —
"
"5586"," —
"
"5587"," 3855
"
"5588"," 3840
"
"5589"," 508
"
"5590"," 
"
"5591"," Stoutland
"
"5592"," Field
"
"5593"," —
"
"5594"," 15
"
"5595"," —
"
"5596"," —
"
"5597"," —
"
"5598"," 3855
"
"5599"," 3840
"
"5600"," 509
"
"5601"," 
"
"5602"," Purrloin
"
"5603"," Field
"
"5604"," —
"
"5605"," 20
"
"5606"," —
"
"5607"," —
"
"5608"," —
"
"5609"," 5140
"
"5610"," 5120
"
"5611"," 510
"
"5612"," 
"
"5613"," Liepard
"
"5614"," Field
"
"5615"," —
"
"5616"," 20
"
"5617"," —
"
"5618"," —
"
"5619"," —
"
"5620"," 5140
"
"5621"," 5120
"
"5622"," 511
"
"5623"," 
"
"5624"," Pansage
"
"5625"," Field
"
"5626"," —
"
"5627"," 20
"
"5628"," —
"
"5629"," —
"
"5630"," —
"
"5631"," 5140
"
"5632"," 5120
"
"5633"," 512
"
"5634"," 
"
"5635"," Simisage
"
"5636"," Field
"
"5637"," —
"
"5638"," 20
"
"5639"," —
"
"5640"," —
"
"5641"," —
"
"5642"," 5140
"
"5643"," 5120
"
"5644"," 513
"
"5645"," 
"
"5646"," Pansear
"
"5647"," Field
"
"5648"," —
"
"5649"," 20
"
"5650"," —
"
"5651"," —
"
"5652"," —
"
"5653"," 5140
"
"5654"," 5120
"
"5655"," 514
"
"5656"," 
"
"5657"," Simisear
"
"5658"," Field
"
"5659"," —
"
"5660"," 20
"
"5661"," —
"
"5662"," —
"
"5663"," —
"
"5664"," 5140
"
"5665"," 5120
"
"5666"," 515
"
"5667"," 
"
"5668"," Panpour
"
"5669"," Field
"
"5670"," —
"
"5671"," 20
"
"5672"," —
"
"5673"," —
"
"5674"," —
"
"5675"," 5140
"
"5676"," 5120
"
"5677"," 516
"
"5678"," 
"
"5679"," Simipour
"
"5680"," Field
"
"5681"," —
"
"5682"," 20
"
"5683"," —
"
"5684"," —
"
"5685"," —
"
"5686"," 5140
"
"5687"," 5120
"
"5688"," 517
"
"5689"," 
"
"5690"," Munna
"
"5691"," Field
"
"5692"," —
"
"5693"," 10
"
"5694"," —
"
"5695"," —
"
"5696"," —
"
"5697"," 2570
"
"5698"," 2560
"
"5699"," 518
"
"5700"," 
"
"5701"," Musharna
"
"5702"," Field
"
"5703"," —
"
"5704"," 10
"
"5705"," —
"
"5706"," —
"
"5707"," —
"
"5708"," 2570
"
"5709"," 2560
"
"5710"," 519
"
"5711"," 
"
"5712"," Pidove
"
"5713"," Flying
"
"5714"," —
"
"5715"," 15
"
"5716"," —
"
"5717"," —
"
"5718"," —
"
"5719"," 3855
"
"5720"," 3840
"
"5721"," 520
"
"5722"," 
"
"5723"," Tranquill
"
"5724"," Flying
"
"5725"," —
"
"5726"," 15
"
"5727"," —
"
"5728"," —
"
"5729"," —
"
"5730"," 3855
"
"5731"," 3840
"
"5732"," 521
"
"5733"," 
"
"5734"," Unfezant
"
"5735"," Flying
"
"5736"," —
"
"5737"," 15
"
"5738"," —
"
"5739"," —
"
"5740"," —
"
"5741"," 3855
"
"5742"," 3840
"
"5743"," 522
"
"5744"," 
"
"5745"," Blitzle
"
"5746"," Field
"
"5747"," —
"
"5748"," 20
"
"5749"," —
"
"5750"," —
"
"5751"," —
"
"5752"," 5140
"
"5753"," 5120
"
"5754"," 523
"
"5755"," 
"
"5756"," Zebstrika
"
"5757"," Field
"
"5758"," —
"
"5759"," 20
"
"5760"," —
"
"5761"," —
"
"5762"," —
"
"5763"," 5140
"
"5764"," 5120
"
"5765"," 524
"
"5766"," 
"
"5767"," Roggenrola
"
"5768"," Mineral
"
"5769"," —
"
"5770"," 15
"
"5771"," —
"
"5772"," —
"
"5773"," —
"
"5774"," 3855
"
"5775"," 3840
"
"5776"," 525
"
"5777"," 
"
"5778"," Boldore
"
"5779"," Mineral
"
"5780"," —
"
"5781"," 15
"
"5782"," —
"
"5783"," —
"
"5784"," —
"
"5785"," 3855
"
"5786"," 3840
"
"5787"," 526
"
"5788"," 
"
"5789"," Gigalith
"
"5790"," Mineral
"
"5791"," —
"
"5792"," 15
"
"5793"," —
"
"5794"," —
"
"5795"," —
"
"5796"," 3855
"
"5797"," 3840
"
"5798"," 527
"
"5799"," 
"
"5800"," Woobat
"
"5801"," Field
"
"5802"," Flying
"
"5803"," 15
"
"5804"," —
"
"5805"," —
"
"5806"," —
"
"5807"," 3855
"
"5808"," 3840
"
"5809"," 528
"
"5810"," 
"
"5811"," Swoobat
"
"5812"," Field
"
"5813"," Flying
"
"5814"," 15
"
"5815"," —
"
"5816"," —
"
"5817"," —
"
"5818"," 3855
"
"5819"," 3840
"
"5820"," 529
"
"5821"," 
"
"5822"," Drilbur
"
"5823"," Field
"
"5824"," —
"
"5825"," 20
"
"5826"," —
"
"5827"," —
"
"5828"," —
"
"5829"," 5140
"
"5830"," 5120
"
"5831"," 530
"
"5832"," 
"
"5833"," Excadrill
"
"5834"," Field
"
"5835"," —
"
"5836"," 20
"
"5837"," —
"
"5838"," —
"
"5839"," —
"
"5840"," 5140
"
"5841"," 5120
"
"5842"," 531
"
"5843"," 
"
"5844"," Audino
"
"5845"," Fairy
"
"5846"," —
"
"5847"," 20
"
"5848"," —
"
"5849"," —
"
"5850"," —
"
"5851"," 5140
"
"5852"," 5120
"
"5853"," 532
"
"5854"," 
"
"5855"," Timburr
"
"5856"," Human-Like
"
"5857"," —
"
"5858"," 20
"
"5859"," —
"
"5860"," —
"
"5861"," —
"
"5862"," 5140
"
"5863"," 5120
"
"5864"," 533
"
"5865"," 
"
"5866"," Gurdurr
"
"5867"," Human-Like
"
"5868"," —
"
"5869"," 20
"
"5870"," —
"
"5871"," —
"
"5872"," —
"
"5873"," 5140
"
"5874"," 5120
"
"5875"," 534
"
"5876"," 
"
"5877"," Conkeldurr
"
"5878"," Human-Like
"
"5879"," —
"
"5880"," 20
"
"5881"," —
"
"5882"," —
"
"5883"," —
"
"5884"," 5140
"
"5885"," 5120
"
"5886"," 535
"
"5887"," 
"
"5888"," Tympole
"
"5889"," Water 1
"
"5890"," —
"
"5891"," 20
"
"5892"," —
"
"5893"," —
"
"5894"," —
"
"5895"," 5140
"
"5896"," 5120
"
"5897"," 536
"
"5898"," 
"
"5899"," Palpitoad
"
"5900"," Water 1
"
"5901"," —
"
"5902"," 20
"
"5903"," —
"
"5904"," —
"
"5905"," —
"
"5906"," 5140
"
"5907"," 5120
"
"5908"," 537
"
"5909"," 
"
"5910"," Seismitoad
"
"5911"," Water 1
"
"5912"," —
"
"5913"," 20
"
"5914"," —
"
"5915"," —
"
"5916"," —
"
"5917"," 5140
"
"5918"," 5120
"
"5919"," 538
"
"5920"," 
"
"5921"," Throh
"
"5922"," Human-Like
"
"5923"," —
"
"5924"," 20
"
"5925"," —
"
"5926"," —
"
"5927"," —
"
"5928"," 5140
"
"5929"," 5120
"
"5930"," 539
"
"5931"," 
"
"5932"," Sawk
"
"5933"," Human-Like
"
"5934"," —
"
"5935"," 20
"
"5936"," —
"
"5937"," —
"
"5938"," —
"
"5939"," 5140
"
"5940"," 5120
"
"5941"," 540
"
"5942"," 
"
"5943"," Sewaddle
"
"5944"," Bug
"
"5945"," —
"
"5946"," 15
"
"5947"," —
"
"5948"," —
"
"5949"," —
"
"5950"," 3855
"
"5951"," 3840
"
"5952"," 541
"
"5953"," 
"
"5954"," Swadloon
"
"5955"," Bug
"
"5956"," —
"
"5957"," 15
"
"5958"," —
"
"5959"," —
"
"5960"," —
"
"5961"," 3855
"
"5962"," 3840
"
"5963"," 542
"
"5964"," 
"
"5965"," Leavanny
"
"5966"," Bug
"
"5967"," —
"
"5968"," 15
"
"5969"," —
"
"5970"," —
"
"5971"," —
"
"5972"," 3855
"
"5973"," 3840
"
"5974"," 543
"
"5975"," 
"
"5976"," Venipede
"
"5977"," Bug
"
"5978"," —
"
"5979"," 15
"
"5980"," —
"
"5981"," —
"
"5982"," —
"
"5983"," 3855
"
"5984"," 3840
"
"5985"," 544
"
"5986"," 
"
"5987"," Whirlipede
"
"5988"," Bug
"
"5989"," —
"
"5990"," 15
"
"5991"," —
"
"5992"," —
"
"5993"," —
"
"5994"," 3855
"
"5995"," 3840
"
"5996"," 545
"
"5997"," 
"
"5998"," Scolipede
"
"5999"," Bug
"
"6000"," —
"
"6001"," 20
"
"6002"," —
"
"6003"," —
"
"6004"," —
"
"6005"," 5140
"
"6006"," 5120
"
"6007"," 546
"
"6008"," 
"
"6009"," Cottonee
"
"6010"," Grass
"
"6011"," Fairy
"
"6012"," 20
"
"6013"," —
"
"6014"," —
"
"6015"," —
"
"6016"," 5140
"
"6017"," 5120
"
"6018"," 547
"
"6019"," 
"
"6020"," Whimsicott
"
"6021"," Grass
"
"6022"," Fairy
"
"6023"," 20
"
"6024"," —
"
"6025"," —
"
"6026"," —
"
"6027"," 5140
"
"6028"," 5120
"
"6029"," 548
"
"6030"," 
"
"6031"," Petilil
"
"6032"," Grass
"
"6033"," —
"
"6034"," 20
"
"6035"," —
"
"6036"," —
"
"6037"," —
"
"6038"," 5140
"
"6039"," 5120
"
"6040"," 549
"
"6041"," 
"
"6042"," Lilligant
"
"6043"," Grass
"
"6044"," —
"
"6045"," 20
"
"6046"," —
"
"6047"," —
"
"6048"," —
"
"6049"," 5140
"
"6050"," 5120
"
"6051"," 550
"
"6052"," 
"
"6053"," Basculin
"
"6054"," Water 2
"
"6055"," —
"
"6056"," 40
"
"6057"," —
"
"6058"," —
"
"6059"," —
"
"6060"," 10280
"
"6061"," 10240
"
"6062"," 551
"
"6063"," 
"
"6064"," Sandile
"
"6065"," Field
"
"6066"," —
"
"6067"," 20
"
"6068"," —
"
"6069"," —
"
"6070"," —
"
"6071"," 5140
"
"6072"," 5120
"
"6073"," 552
"
"6074"," 
"
"6075"," Krokorok
"
"6076"," Field
"
"6077"," —
"
"6078"," 20
"
"6079"," —
"
"6080"," —
"
"6081"," —
"
"6082"," 5140
"
"6083"," 5120
"
"6084"," 553
"
"6085"," 
"
"6086"," Krookodile
"
"6087"," Field
"
"6088"," —
"
"6089"," 20
"
"6090"," —
"
"6091"," —
"
"6092"," —
"
"6093"," 5140
"
"6094"," 5120
"
"6095"," 554
"
"6096"," 
"
"6097"," Darumaka
"
"6098"," Field
"
"6099"," —
"
"6100"," 20
"
"6101"," —
"
"6102"," —
"
"6103"," —
"
"6104"," 5140
"
"6105"," 5120
"
"6106"," 555
"
"6107"," 
"
"6108"," Darmanitan
"
"6109"," Field
"
"6110"," —
"
"6111"," 20
"
"6112"," —
"
"6113"," —
"
"6114"," —
"
"6115"," 5140
"
"6116"," 5120
"
"6117"," 556
"
"6118"," 
"
"6119"," Maractus
"
"6120"," Grass
"
"6121"," —
"
"6122"," 20
"
"6123"," —
"
"6124"," —
"
"6125"," —
"
"6126"," 5140
"
"6127"," 5120
"
"6128"," 557
"
"6129"," 
"
"6130"," Dwebble
"
"6131"," Bug
"
"6132"," Mineral
"
"6133"," 20
"
"6134"," —
"
"6135"," —
"
"6136"," —
"
"6137"," 5140
"
"6138"," 5120
"
"6139"," 558
"
"6140"," 
"
"6141"," Crustle
"
"6142"," Bug
"
"6143"," Mineral
"
"6144"," 20
"
"6145"," —
"
"6146"," —
"
"6147"," —
"
"6148"," 5140
"
"6149"," 5120
"
"6150"," 559
"
"6151"," 
"
"6152"," Scraggy
"
"6153"," Field
"
"6154"," Dragon
"
"6155"," 15
"
"6156"," —
"
"6157"," —
"
"6158"," —
"
"6159"," 3855
"
"6160"," 3840
"
"6161"," 560
"
"6162"," 
"
"6163"," Scrafty
"
"6164"," Field
"
"6165"," Dragon
"
"6166"," 15
"
"6167"," —
"
"6168"," —
"
"6169"," —
"
"6170"," 3855
"
"6171"," 3840
"
"6172"," 561
"
"6173"," 
"
"6174"," Sigilyph
"
"6175"," Flying
"
"6176"," —
"
"6177"," 20
"
"6178"," —
"
"6179"," —
"
"6180"," —
"
"6181"," 5140
"
"6182"," 5120
"
"6183"," 562
"
"6184"," 
"
"6185"," Yamask
"
"6186"," Mineral
"
"6187"," Amorphous
"
"6188"," 25
"
"6189"," —
"
"6190"," —
"
"6191"," —
"
"6192"," 6425
"
"6193"," 6400
"
"6194"," 563
"
"6195"," 
"
"6196"," Cofagrigus
"
"6197"," Mineral
"
"6198"," Amorphous
"
"6199"," 25
"
"6200"," —
"
"6201"," —
"
"6202"," —
"
"6203"," 6425
"
"6204"," 6400
"
"6205"," 564
"
"6206"," 
"
"6207"," Tirtouga
"
"6208"," Water 1
"
"6209"," Water 3
"
"6210"," 30
"
"6211"," —
"
"6212"," —
"
"6213"," —
"
"6214"," 7710
"
"6215"," 7680
"
"6216"," 565
"
"6217"," 
"
"6218"," Carracosta
"
"6219"," Water 1
"
"6220"," Water 3
"
"6221"," 30
"
"6222"," —
"
"6223"," —
"
"6224"," —
"
"6225"," 7710
"
"6226"," 7680
"
"6227"," 566
"
"6228"," 
"
"6229"," Archen
"
"6230"," Flying
"
"6231"," Water 3
"
"6232"," 30
"
"6233"," —
"
"6234"," —
"
"6235"," —
"
"6236"," 7710
"
"6237"," 7680
"
"6238"," 567
"
"6239"," 
"
"6240"," Archeops
"
"6241"," Flying
"
"6242"," Water 3
"
"6243"," 30
"
"6244"," —
"
"6245"," —
"
"6246"," —
"
"6247"," 7710
"
"6248"," 7680
"
"6249"," 568
"
"6250"," 
"
"6251"," Trubbish
"
"6252"," Mineral
"
"6253"," —
"
"6254"," 20
"
"6255"," —
"
"6256"," —
"
"6257"," —
"
"6258"," 5140
"
"6259"," 5120
"
"6260"," 569
"
"6261"," 
"
"6262"," Garbodor
"
"6263"," Mineral
"
"6264"," —
"
"6265"," 20
"
"6266"," —
"
"6267"," —
"
"6268"," —
"
"6269"," 5140
"
"6270"," 5120
"
"6271"," 570
"
"6272"," 
"
"6273"," Zorua
"
"6274"," Field
"
"6275"," —
"
"6276"," 25
"
"6277"," —
"
"6278"," —
"
"6279"," —
"
"6280"," 6425
"
"6281"," 6400
"
"6282"," 571
"
"6283"," 
"
"6284"," Zoroark
"
"6285"," Field
"
"6286"," —
"
"6287"," 20
"
"6288"," —
"
"6289"," —
"
"6290"," —
"
"6291"," 5140
"
"6292"," 5120
"
"6293"," 572
"
"6294"," 
"
"6295"," Minccino
"
"6296"," Field
"
"6297"," —
"
"6298"," 15
"
"6299"," —
"
"6300"," —
"
"6301"," —
"
"6302"," 3855
"
"6303"," 3840
"
"6304"," 573
"
"6305"," 
"
"6306"," Cinccino
"
"6307"," Field
"
"6308"," —
"
"6309"," 15
"
"6310"," —
"
"6311"," —
"
"6312"," —
"
"6313"," 3855
"
"6314"," 3840
"
"6315"," 574
"
"6316"," 
"
"6317"," Gothita
"
"6318"," Human-Like
"
"6319"," —
"
"6320"," 20
"
"6321"," —
"
"6322"," —
"
"6323"," —
"
"6324"," 5140
"
"6325"," 5120
"
"6326"," 575
"
"6327"," 
"
"6328"," Gothorita
"
"6329"," Human-Like
"
"6330"," —
"
"6331"," 20
"
"6332"," —
"
"6333"," —
"
"6334"," —
"
"6335"," 5140
"
"6336"," 5120
"
"6337"," 576
"
"6338"," 
"
"6339"," Gothitelle
"
"6340"," Human-Like
"
"6341"," —
"
"6342"," 20
"
"6343"," —
"
"6344"," —
"
"6345"," —
"
"6346"," 5140
"
"6347"," 5120
"
"6348"," 577
"
"6349"," 
"
"6350"," Solosis
"
"6351"," Amorphous
"
"6352"," —
"
"6353"," 20
"
"6354"," —
"
"6355"," —
"
"6356"," —
"
"6357"," 5140
"
"6358"," 5120
"
"6359"," 578
"
"6360"," 
"
"6361"," Duosion
"
"6362"," Amorphous
"
"6363"," —
"
"6364"," 20
"
"6365"," —
"
"6366"," —
"
"6367"," —
"
"6368"," 5140
"
"6369"," 5120
"
"6370"," 579
"
"6371"," 
"
"6372"," Reuniclus
"
"6373"," Amorphous
"
"6374"," —
"
"6375"," 20
"
"6376"," —
"
"6377"," —
"
"6378"," —
"
"6379"," 5140
"
"6380"," 5120
"
"6381"," 580
"
"6382"," 
"
"6383"," Ducklett
"
"6384"," Water 1
"
"6385"," Flying
"
"6386"," 20
"
"6387"," —
"
"6388"," —
"
"6389"," —
"
"6390"," 5140
"
"6391"," 5120
"
"6392"," 581
"
"6393"," 
"
"6394"," Swanna
"
"6395"," Water 1
"
"6396"," Flying
"
"6397"," 20
"
"6398"," —
"
"6399"," —
"
"6400"," —
"
"6401"," 5140
"
"6402"," 5120
"
"6403"," 582
"
"6404"," 
"
"6405"," Vanillite
"
"6406"," Mineral
"
"6407"," —
"
"6408"," 20
"
"6409"," —
"
"6410"," —
"
"6411"," —
"
"6412"," 5140
"
"6413"," 5120
"
"6414"," 583
"
"6415"," 
"
"6416"," Vanillish
"
"6417"," Mineral
"
"6418"," —
"
"6419"," 20
"
"6420"," —
"
"6421"," —
"
"6422"," —
"
"6423"," 5140
"
"6424"," 5120
"
"6425"," 584
"
"6426"," 
"
"6427"," Vanilluxe
"
"6428"," Mineral
"
"6429"," —
"
"6430"," 20
"
"6431"," —
"
"6432"," —
"
"6433"," —
"
"6434"," 5140
"
"6435"," 5120
"
"6436"," 585
"
"6437"," 
"
"6438"," Deerling
"
"6439"," Field
"
"6440"," —
"
"6441"," 20
"
"6442"," —
"
"6443"," —
"
"6444"," —
"
"6445"," 5140
"
"6446"," 5120
"
"6447"," 586
"
"6448"," 
"
"6449"," Sawsbuck
"
"6450"," Field
"
"6451"," —
"
"6452"," 20
"
"6453"," —
"
"6454"," —
"
"6455"," —
"
"6456"," 5140
"
"6457"," 5120
"
"6458"," 587
"
"6459"," 
"
"6460"," Emolga
"
"6461"," Field
"
"6462"," —
"
"6463"," 20
"
"6464"," —
"
"6465"," —
"
"6466"," —
"
"6467"," 5140
"
"6468"," 5120
"
"6469"," 588
"
"6470"," 
"
"6471"," Karrablast
"
"6472"," Bug
"
"6473"," —
"
"6474"," 15
"
"6475"," —
"
"6476"," —
"
"6477"," —
"
"6478"," 3855
"
"6479"," 3840
"
"6480"," 589
"
"6481"," 
"
"6482"," Escavalier
"
"6483"," Bug
"
"6484"," —
"
"6485"," 15
"
"6486"," —
"
"6487"," —
"
"6488"," —
"
"6489"," 3855
"
"6490"," 3840
"
"6491"," 590
"
"6492"," 
"
"6493"," Foongus
"
"6494"," Grass
"
"6495"," —
"
"6496"," 20
"
"6497"," —
"
"6498"," —
"
"6499"," —
"
"6500"," 5140
"
"6501"," 5120
"
"6502"," 591
"
"6503"," 
"
"6504"," Amoonguss
"
"6505"," Grass
"
"6506"," —
"
"6507"," 20
"
"6508"," —
"
"6509"," —
"
"6510"," —
"
"6511"," 5140
"
"6512"," 5120
"
"6513"," 592
"
"6514"," 
"
"6515"," Frillish
"
"6516"," Amorphous
"
"6517"," —
"
"6518"," 20
"
"6519"," —
"
"6520"," —
"
"6521"," —
"
"6522"," 5140
"
"6523"," 5120
"
"6524"," 593
"
"6525"," 
"
"6526"," Jellicent
"
"6527"," Amorphous
"
"6528"," —
"
"6529"," 20
"
"6530"," —
"
"6531"," —
"
"6532"," —
"
"6533"," 5140
"
"6534"," 5120
"
"6535"," 594
"
"6536"," 
"
"6537"," Alomomola
"
"6538"," Water 1
"
"6539"," Water 2
"
"6540"," 40
"
"6541"," —
"
"6542"," —
"
"6543"," —
"
"6544"," 10280
"
"6545"," 10240
"
"6546"," 595
"
"6547"," 
"
"6548"," Joltik
"
"6549"," Bug
"
"6550"," —
"
"6551"," 20
"
"6552"," —
"
"6553"," —
"
"6554"," —
"
"6555"," 5140
"
"6556"," 5120
"
"6557"," 596
"
"6558"," 
"
"6559"," Galvantula
"
"6560"," Bug
"
"6561"," —
"
"6562"," 20
"
"6563"," —
"
"6564"," —
"
"6565"," —
"
"6566"," 5140
"
"6567"," 5120
"
"6568"," 597
"
"6569"," 
"
"6570"," Ferroseed
"
"6571"," Grass
"
"6572"," Mineral
"
"6573"," 20
"
"6574"," —
"
"6575"," —
"
"6576"," —
"
"6577"," 5140
"
"6578"," 5120
"
"6579"," 598
"
"6580"," 
"
"6581"," Ferrothorn
"
"6582"," Grass
"
"6583"," Mineral
"
"6584"," 20
"
"6585"," —
"
"6586"," —
"
"6587"," —
"
"6588"," 5140
"
"6589"," 5120
"
"6590"," 599
"
"6591"," 
"
"6592"," Klink
"
"6593"," Mineral
"
"6594"," —
"
"6595"," 20
"
"6596"," —
"
"6597"," —
"
"6598"," —
"
"6599"," 5140
"
"6600"," 5120
"
"6601"," 600
"
"6602"," 
"
"6603"," Klang
"
"6604"," Mineral
"
"6605"," —
"
"6606"," 20
"
"6607"," —
"
"6608"," —
"
"6609"," —
"
"6610"," 5140
"
"6611"," 5120
"
"6612"," 601
"
"6613"," 
"
"6614"," Klinklang
"
"6615"," Mineral
"
"6616"," —
"
"6617"," 20
"
"6618"," —
"
"6619"," —
"
"6620"," —
"
"6621"," 5140
"
"6622"," 5120
"
"6623"," 602
"
"6624"," 
"
"6625"," Tynamo
"
"6626"," Amorphous
"
"6627"," —
"
"6628"," 20
"
"6629"," —
"
"6630"," —
"
"6631"," —
"
"6632"," 5140
"
"6633"," 5120
"
"6634"," 603
"
"6635"," 
"
"6636"," Eelektrik
"
"6637"," Amorphous
"
"6638"," —
"
"6639"," 20
"
"6640"," —
"
"6641"," —
"
"6642"," —
"
"6643"," 5140
"
"6644"," 5120
"
"6645"," 604
"
"6646"," 
"
"6647"," Eelektross
"
"6648"," Amorphous
"
"6649"," —
"
"6650"," 20
"
"6651"," —
"
"6652"," —
"
"6653"," —
"
"6654"," 5140
"
"6655"," 5120
"
"6656"," 605
"
"6657"," 
"
"6658"," Elgyem
"
"6659"," Human-Like
"
"6660"," —
"
"6661"," 20
"
"6662"," —
"
"6663"," —
"
"6664"," —
"
"6665"," 5140
"
"6666"," 5120
"
"6667"," 606
"
"6668"," 
"
"6669"," Beheeyem
"
"6670"," Human-Like
"
"6671"," —
"
"6672"," 20
"
"6673"," —
"
"6674"," —
"
"6675"," —
"
"6676"," 5140
"
"6677"," 5120
"
"6678"," 607
"
"6679"," 
"
"6680"," Litwick
"
"6681"," Amorphous
"
"6682"," —
"
"6683"," 20
"
"6684"," —
"
"6685"," —
"
"6686"," —
"
"6687"," 5140
"
"6688"," 5120
"
"6689"," 608
"
"6690"," 
"
"6691"," Lampent
"
"6692"," Amorphous
"
"6693"," —
"
"6694"," 20
"
"6695"," —
"
"6696"," —
"
"6697"," —
"
"6698"," 5140
"
"6699"," 5120
"
"6700"," 609
"
"6701"," 
"
"6702"," Chandelure
"
"6703"," Amorphous
"
"6704"," —
"
"6705"," 20
"
"6706"," —
"
"6707"," —
"
"6708"," —
"
"6709"," 5140
"
"6710"," 5120
"
"6711"," 610
"
"6712"," 
"
"6713"," Axew
"
"6714"," Monster
"
"6715"," Dragon
"
"6716"," 40
"
"6717"," —
"
"6718"," —
"
"6719"," —
"
"6720"," 10280
"
"6721"," 10240
"
"6722"," 611
"
"6723"," 
"
"6724"," Fraxure
"
"6725"," Monster
"
"6726"," Dragon
"
"6727"," 40
"
"6728"," —
"
"6729"," —
"
"6730"," —
"
"6731"," 10280
"
"6732"," 10240
"
"6733"," 612
"
"6734"," 
"
"6735"," Haxorus
"
"6736"," Monster
"
"6737"," Dragon
"
"6738"," 40
"
"6739"," —
"
"6740"," —
"
"6741"," —
"
"6742"," 10280
"
"6743"," 10240
"
"6744"," 613
"
"6745"," 
"
"6746"," Cubchoo
"
"6747"," Field
"
"6748"," —
"
"6749"," 20
"
